"MTU (CET/CEST)","Area","Sequence","Day-ahead Price [EUR/MWh]","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"07/12/2024 15:00:00 - 07/12/2024 16:00:00","BZN|NL","Without sequence","72.34","",""
"07/12/2024 16:00:00 - 07/12/2024 17:00:00","BZN|NL","Without sequence","85.0","",""
"07/12/2024 17:00:00 - 07/12/2024 18:00:00","BZN|NL","Without sequence","87.2","",""
"07/12/2024 18:00:00 - 07/12/2024 19:00:00","BZN|NL","Without sequence","82.61","",""
"07/12/2024 19:00:00 - 07/12/2024 20:00:00","BZN|NL","Without sequence","80.35","",""
"07/12/2024 20:00:00 - 07/12/2024 21:00:00","BZN|NL","Without sequence","78.9","",""
"07/12/2024 21:00:00 - 07/12/2024 22:00:00","BZN|NL","Without sequence","79.03","",""
"07/12/2024 22:00:00 - 07/12/2024 23:00:00","BZN|NL","Without sequence","76.5","",""
"07/12/2024 23:00:00 - 08/12/2024 00:00:00","BZN|NL","Without sequence","68.73","",""
"08/12/2024 00:00:00 - 08/12/2024 01:00:00","BZN|NL","Without sequence","82.16","",""
"08/12/2024 01:00:00 - 08/12/2024 02:00:00","BZN|NL","Without sequence","75.85","",""
"08/12/2024 02:00:00 - 08/12/2024 03:00:00","BZN|NL","Without sequence","75.81","",""
"08/12/2024 03:00:00 - 08/12/2024 04:00:00","BZN|NL","Without sequence","71.21","",""
"08/12/2024 04:00:00 - 08/12/2024 05:00:00","BZN|NL","Without sequence","71.28","",""
"08/12/2024 05:00:00 - 08/12/2024 06:00:00","BZN|NL","Without sequence","76.96","",""
"08/12/2024 06:00:00 - 08/12/2024 07:00:00","BZN|NL","Without sequence","78.74","",""
"08/12/2024 07:00:00 - 08/12/2024 08:00:00","BZN|NL","Without sequence","79.29","",""
"08/12/2024 08:00:00 - 08/12/2024 09:00:00","BZN|NL","Without sequence","88.67","",""
"08/12/2024 09:00:00 - 08/12/2024 10:00:00","BZN|NL","Without sequence","98.73","",""
"08/12/2024 10:00:00 - 08/12/2024 11:00:00","BZN|NL","Without sequence","100.81","",""
"08/12/2024 11:00:00 - 08/12/2024 12:00:00","BZN|NL","Without sequence","106.4","",""
"08/12/2024 12:00:00 - 08/12/2024 13:00:00","BZN|NL","Without sequence","108.74","",""
"08/12/2024 13:00:00 - 08/12/2024 14:00:00","BZN|NL","Without sequence","106.16","",""
"08/12/2024 14:00:00 - 08/12/2024 15:00:00","BZN|NL","Without sequence","99.37","",""
"08/12/2024 15:00:00 - 08/12/2024 16:00:00","BZN|NL","Without sequence","109.66","",""
"08/12/2024 16:00:00 - 08/12/2024 17:00:00","BZN|NL","Without sequence","95.8","",""
"08/12/2024 17:00:00 - 08/12/2024 18:00:00","BZN|NL","Without sequence","105.48","",""
"08/12/2024 18:00:00 - 08/12/2024 19:00:00","BZN|NL","Without sequence","95.35","",""
"08/12/2024 19:00:00 - 08/12/2024 20:00:00","BZN|NL","Without sequence","94.12","",""
"08/12/2024 20:00:00 - 08/12/2024 21:00:00","BZN|NL","Without sequence","88.75","",""
"08/12/2024 21:00:00 - 08/12/2024 22:00:00","BZN|NL","Without sequence","88.0","",""
"08/12/2024 22:00:00 - 08/12/2024 23:00:00","BZN|NL","Without sequence","85.75","",""
"08/12/2024 23:00:00 - 09/12/2024 00:00:00","BZN|NL","Without sequence","73.51","",""
"09/12/2024 00:00:00 - 09/12/2024 01:00:00","BZN|NL","Without sequence","68.99","",""
"09/12/2024 01:00:00 - 09/12/2024 02:00:00","BZN|NL","Without sequence","53.19","",""
"09/12/2024 02:00:00 - 09/12/2024 03:00:00","BZN|NL","Without sequence","34.66","",""
"09/12/2024 03:00:00 - 09/12/2024 04:00:00","BZN|NL","Without sequence","31.5","",""
"09/12/2024 04:00:00 - 09/12/2024 05:00:00","BZN|NL","Without sequence","35.33","",""
"09/12/2024 05:00:00 - 09/12/2024 06:00:00","BZN|NL","Without sequence","66.24","",""
"09/12/2024 06:00:00 - 09/12/2024 07:00:00","BZN|NL","Without sequence","77.67","",""
"09/12/2024 07:00:00 - 09/12/2024 08:00:00","BZN|NL","Without sequence","112.12","",""
"09/12/2024 08:00:00 - 09/12/2024 09:00:00","BZN|NL","Without sequence","121.96","",""
"09/12/2024 09:00:00 - 09/12/2024 10:00:00","BZN|NL","Without sequence","122.28","",""
"09/12/2024 10:00:00 - 09/12/2024 11:00:00","BZN|NL","Without sequence","123.36","",""
"09/12/2024 11:00:00 - 09/12/2024 12:00:00","BZN|NL","Without sequence","120.31","",""
"09/12/2024 12:00:00 - 09/12/2024 13:00:00","BZN|NL","Without sequence","122.46","",""
"09/12/2024 13:00:00 - 09/12/2024 14:00:00","BZN|NL","Without sequence","116.2","",""
"09/12/2024 14:00:00 - 09/12/2024 15:00:00","BZN|NL","Without sequence","116.67","",""
"09/12/2024 15:00:00 - 09/12/2024 16:00:00","BZN|NL","Without sequence","114.01","",""
"09/12/2024 16:00:00 - 09/12/2024 17:00:00","BZN|NL","Without sequence","115.69","",""
"09/12/2024 17:00:00 - 09/12/2024 18:00:00","BZN|NL","Without sequence","121.6","",""
"09/12/2024 18:00:00 - 09/12/2024 19:00:00","BZN|NL","Without sequence","116.91","",""
"09/12/2024 19:00:00 - 09/12/2024 20:00:00","BZN|NL","Without sequence","125.39","",""
"09/12/2024 20:00:00 - 09/12/2024 21:00:00","BZN|NL","Without sequence","113.16","",""
"09/12/2024 21:00:00 - 09/12/2024 22:00:00","BZN|NL","Without sequence","101.95","",""
"09/12/2024 22:00:00 - 09/12/2024 23:00:00","BZN|NL","Without sequence","98.48","",""
"09/12/2024 23:00:00 - 10/12/2024 00:00:00","BZN|NL","Without sequence","92.39","",""
"10/12/2024 00:00:00 - 10/12/2024 01:00:00","BZN|NL","Without sequence","77.27","",""
"10/12/2024 01:00:00 - 10/12/2024 02:00:00","BZN|NL","Without sequence","85.0","",""
"10/12/2024 02:00:00 - 10/12/2024 03:00:00","BZN|NL","Without sequence","84.93","",""
"10/12/2024 03:00:00 - 10/12/2024 04:00:00","BZN|NL","Without sequence","83.7","",""
"10/12/2024 04:00:00 - 10/12/2024 05:00:00","BZN|NL","Without sequence","87.21","",""
"10/12/2024 05:00:00 - 10/12/2024 06:00:00","BZN|NL","Without sequence","87.69","",""
"10/12/2024 06:00:00 - 10/12/2024 07:00:00","BZN|NL","Without sequence","100.0","",""
"10/12/2024 07:00:00 - 10/12/2024 08:00:00","BZN|NL","Without sequence","112.79","",""
"10/12/2024 08:00:00 - 10/12/2024 09:00:00","BZN|NL","Without sequence","134.23","",""
"10/12/2024 09:00:00 - 10/12/2024 10:00:00","BZN|NL","Without sequence","157.73","",""
"10/12/2024 10:00:00 - 10/12/2024 11:00:00","BZN|NL","Without sequence","153.13","",""
"10/12/2024 11:00:00 - 10/12/2024 12:00:00","BZN|NL","Without sequence","163.0","",""
"10/12/2024 12:00:00 - 10/12/2024 13:00:00","BZN|NL","Without sequence","135.22","",""
"10/12/2024 13:00:00 - 10/12/2024 14:00:00","BZN|NL","Without sequence","169.15","",""
"10/12/2024 14:00:00 - 10/12/2024 15:00:00","BZN|NL","Without sequence","169.48","",""
"10/12/2024 15:00:00 - 10/12/2024 16:00:00","BZN|NL","Without sequence","176.6","",""
"10/12/2024 16:00:00 - 10/12/2024 17:00:00","BZN|NL","Without sequence","179.97","",""
"10/12/2024 17:00:00 - 10/12/2024 18:00:00","BZN|NL","Without sequence","159.9","",""
"10/12/2024 18:00:00 - 10/12/2024 19:00:00","BZN|NL","Without sequence","181.0","",""
"10/12/2024 19:00:00 - 10/12/2024 20:00:00","BZN|NL","Without sequence","176.65","",""
"10/12/2024 20:00:00 - 10/12/2024 21:00:00","BZN|NL","Without sequence","151.98","",""
"10/12/2024 21:00:00 - 10/12/2024 22:00:00","BZN|NL","Without sequence","120.0","",""
"10/12/2024 22:00:00 - 10/12/2024 23:00:00","BZN|NL","Without sequence","107.2","",""
"10/12/2024 23:00:00 - 11/12/2024 00:00:00","BZN|NL","Without sequence","121.37","",""
"11/12/2024 00:00:00 - 11/12/2024 01:00:00","BZN|NL","Without sequence","100.0","",""
"11/12/2024 01:00:00 - 11/12/2024 02:00:00","BZN|NL","Without sequence","101.85","",""
"11/12/2024 02:00:00 - 11/12/2024 03:00:00","BZN|NL","Without sequence","96.54","",""
"11/12/2024 03:00:00 - 11/12/2024 04:00:00","BZN|NL","Without sequence","97.1","",""
"11/12/2024 04:00:00 - 11/12/2024 05:00:00","BZN|NL","Without sequence","96.51","",""
"11/12/2024 05:00:00 - 11/12/2024 06:00:00","BZN|NL","Without sequence","97.1","",""
"11/12/2024 06:00:00 - 11/12/2024 07:00:00","BZN|NL","Without sequence","100.1","",""
"11/12/2024 07:00:00 - 11/12/2024 08:00:00","BZN|NL","Without sequence","120.0","",""
"11/12/2024 08:00:00 - 11/12/2024 09:00:00","BZN|NL","Without sequence","247.67","",""
"11/12/2024 09:00:00 - 11/12/2024 10:00:00","BZN|NL","Without sequence","300.1","",""
"11/12/2024 10:00:00 - 11/12/2024 11:00:00","BZN|NL","Without sequence","322.15","",""
"11/12/2024 11:00:00 - 11/12/2024 12:00:00","BZN|NL","Without sequence","319.32","",""
"11/12/2024 12:00:00 - 11/12/2024 13:00:00","BZN|NL","Without sequence","311.87","",""
"11/12/2024 13:00:00 - 11/12/2024 14:00:00","BZN|NL","Without sequence","319.45","",""
"11/12/2024 14:00:00 - 11/12/2024 15:00:00","BZN|NL","Without sequence","342.13","",""
"11/12/2024 15:00:00 - 11/12/2024 16:00:00","BZN|NL","Without sequence","355.39","",""
"11/12/2024 16:00:00 - 11/12/2024 17:00:00","BZN|NL","Without sequence","411.94","",""
"11/12/2024 17:00:00 - 11/12/2024 18:00:00","BZN|NL","Without sequence","423.13","",""
"11/12/2024 18:00:00 - 11/12/2024 19:00:00","BZN|NL","Without sequence","349.31","",""
"11/12/2024 19:00:00 - 11/12/2024 20:00:00","BZN|NL","Without sequence","298.32","",""
"11/12/2024 20:00:00 - 11/12/2024 21:00:00","BZN|NL","Without sequence","193.13","",""
"11/12/2024 21:00:00 - 11/12/2024 22:00:00","BZN|NL","Without sequence","154.68","",""
"11/12/2024 22:00:00 - 11/12/2024 23:00:00","BZN|NL","Without sequence","150.0","",""
"11/12/2024 23:00:00 - 12/12/2024 00:00:00","BZN|NL","Without sequence","135.96","",""
"12/12/2024 00:00:00 - 12/12/2024 01:00:00","BZN|NL","Without sequence","122.24","",""
"12/12/2024 01:00:00 - 12/12/2024 02:00:00","BZN|NL","Without sequence","115.3","",""
"12/12/2024 02:00:00 - 12/12/2024 03:00:00","BZN|NL","Without sequence","109.96","",""
"12/12/2024 03:00:00 - 12/12/2024 04:00:00","BZN|NL","Without sequence","107.35","",""
"12/12/2024 04:00:00 - 12/12/2024 05:00:00","BZN|NL","Without sequence","112.51","",""
"12/12/2024 05:00:00 - 12/12/2024 06:00:00","BZN|NL","Without sequence","123.37","",""
"12/12/2024 06:00:00 - 12/12/2024 07:00:00","BZN|NL","Without sequence","163.98","",""
"12/12/2024 07:00:00 - 12/12/2024 08:00:00","BZN|NL","Without sequence","232.97","",""
"12/12/2024 08:00:00 - 12/12/2024 09:00:00","BZN|NL","Without sequence","519.9","",""
"12/12/2024 09:00:00 - 12/12/2024 10:00:00","BZN|NL","Without sequence","581.48","",""
"12/12/2024 10:00:00 - 12/12/2024 11:00:00","BZN|NL","Without sequence","500.0","",""
"12/12/2024 11:00:00 - 12/12/2024 12:00:00","BZN|NL","Without sequence","433.69","",""
"12/12/2024 12:00:00 - 12/12/2024 13:00:00","BZN|NL","Without sequence","381.12","",""
"12/12/2024 13:00:00 - 12/12/2024 14:00:00","BZN|NL","Without sequence","400.1","",""
"12/12/2024 14:00:00 - 12/12/2024 15:00:00","BZN|NL","Without sequence","466.19","",""
"12/12/2024 15:00:00 - 12/12/2024 16:00:00","BZN|NL","Without sequence","637.86","",""
"12/12/2024 16:00:00 - 12/12/2024 17:00:00","BZN|NL","Without sequence","767.67","",""
"12/12/2024 17:00:00 - 12/12/2024 18:00:00","BZN|NL","Without sequence","872.96","",""
"12/12/2024 18:00:00 - 12/12/2024 19:00:00","BZN|NL","Without sequence","628.27","",""
"12/12/2024 19:00:00 - 12/12/2024 20:00:00","BZN|NL","Without sequence","517.5","",""
"12/12/2024 20:00:00 - 12/12/2024 21:00:00","BZN|NL","Without sequence","285.37","",""
"12/12/2024 21:00:00 - 12/12/2024 22:00:00","BZN|NL","Without sequence","169.4","",""
"12/12/2024 22:00:00 - 12/12/2024 23:00:00","BZN|NL","Without sequence","150.0","",""
"12/12/2024 23:00:00 - 13/12/2024 00:00:00","BZN|NL","Without sequence","134.75","",""
"13/12/2024 00:00:00 - 13/12/2024 01:00:00","BZN|NL","Without sequence","130.07","",""
"13/12/2024 01:00:00 - 13/12/2024 02:00:00","BZN|NL","Without sequence","122.9","",""
"13/12/2024 02:00:00 - 13/12/2024 03:00:00","BZN|NL","Without sequence","118.97","",""
"13/12/2024 03:00:00 - 13/12/2024 04:00:00","BZN|NL","Without sequence","114.95","",""
"13/12/2024 04:00:00 - 13/12/2024 05:00:00","BZN|NL","Without sequence","115.64","",""
"13/12/2024 05:00:00 - 13/12/2024 06:00:00","BZN|NL","Without sequence","119.9","",""
"13/12/2024 06:00:00 - 13/12/2024 07:00:00","BZN|NL","Without sequence","150.1","",""
"13/12/2024 07:00:00 - 13/12/2024 08:00:00","BZN|NL","Without sequence","187.48","",""
"13/12/2024 08:00:00 - 13/12/2024 09:00:00","BZN|NL","Without sequence","253.0","",""
"13/12/2024 09:00:00 - 13/12/2024 10:00:00","BZN|NL","Without sequence","245.74","",""
"13/12/2024 10:00:00 - 13/12/2024 11:00:00","BZN|NL","Without sequence","208.42","",""
"13/12/2024 11:00:00 - 13/12/2024 12:00:00","BZN|NL","Without sequence","174.27","",""
"13/12/2024 12:00:00 - 13/12/2024 13:00:00","BZN|NL","Without sequence","165.97","",""
"13/12/2024 13:00:00 - 13/12/2024 14:00:00","BZN|NL","Without sequence","165.0","",""
"13/12/2024 14:00:00 - 13/12/2024 15:00:00","BZN|NL","Without sequence","184.5","",""
"13/12/2024 15:00:00 - 13/12/2024 16:00:00","BZN|NL","Without sequence","219.84","",""
"13/12/2024 16:00:00 - 13/12/2024 17:00:00","BZN|NL","Without sequence","249.29","",""
"13/12/2024 17:00:00 - 13/12/2024 18:00:00","BZN|NL","Without sequence","284.21","",""
"13/12/2024 18:00:00 - 13/12/2024 19:00:00","BZN|NL","Without sequence","260.0","",""
"13/12/2024 19:00:00 - 13/12/2024 20:00:00","BZN|NL","Without sequence","225.6","",""
"13/12/2024 20:00:00 - 13/12/2024 21:00:00","BZN|NL","Without sequence","175.0","",""
"13/12/2024 21:00:00 - 13/12/2024 22:00:00","BZN|NL","Without sequence","146.22","",""
"13/12/2024 22:00:00 - 13/12/2024 23:00:00","BZN|NL","Without sequence","135.09","",""
"13/12/2024 23:00:00 - 14/12/2024 00:00:00","BZN|NL","Without sequence","116.52","",""
"14/12/2024 00:00:00 - 14/12/2024 01:00:00","BZN|NL","Without sequence","116.94","",""
"14/12/2024 01:00:00 - 14/12/2024 02:00:00","BZN|NL","Without sequence","111.36","",""
"14/12/2024 02:00:00 - 14/12/2024 03:00:00","BZN|NL","Without sequence","108.04","",""
"14/12/2024 03:00:00 - 14/12/2024 04:00:00","BZN|NL","Without sequence","99.02","",""
"14/12/2024 04:00:00 - 14/12/2024 05:00:00","BZN|NL","Without sequence","93.44","",""
"14/12/2024 05:00:00 - 14/12/2024 06:00:00","BZN|NL","Without sequence","91.55","",""
"14/12/2024 06:00:00 - 14/12/2024 07:00:00","BZN|NL","Without sequence","92.72","",""
"14/12/2024 07:00:00 - 14/12/2024 08:00:00","BZN|NL","Without sequence","102.11","",""
"14/12/2024 08:00:00 - 14/12/2024 09:00:00","BZN|NL","Without sequence","113.96","",""
"14/12/2024 09:00:00 - 14/12/2024 10:00:00","BZN|NL","Without sequence","125.1","",""
"14/12/2024 10:00:00 - 14/12/2024 11:00:00","BZN|NL","Without sequence","121.12","",""
"14/12/2024 11:00:00 - 14/12/2024 12:00:00","BZN|NL","Without sequence","108.21","",""
"14/12/2024 12:00:00 - 14/12/2024 13:00:00","BZN|NL","Without sequence","103.2","",""
"14/12/2024 13:00:00 - 14/12/2024 14:00:00","BZN|NL","Without sequence","102.96","",""
"14/12/2024 14:00:00 - 14/12/2024 15:00:00","BZN|NL","Without sequence","96.63","",""
"14/12/2024 15:00:00 - 14/12/2024 16:00:00","BZN|NL","Without sequence","100.1","",""
"14/12/2024 16:00:00 - 14/12/2024 17:00:00","BZN|NL","Without sequence","105.67","",""
"14/12/2024 17:00:00 - 14/12/2024 18:00:00","BZN|NL","Without sequence","120.0","",""
"14/12/2024 18:00:00 - 14/12/2024 19:00:00","BZN|NL","Without sequence","113.37","",""
"14/12/2024 19:00:00 - 14/12/2024 20:00:00","BZN|NL","Without sequence","90.1","",""
"14/12/2024 20:00:00 - 14/12/2024 21:00:00","BZN|NL","Without sequence","93.2","",""
"14/12/2024 21:00:00 - 14/12/2024 22:00:00","BZN|NL","Without sequence","89.62","",""
"14/12/2024 22:00:00 - 14/12/2024 23:00:00","BZN|NL","Without sequence","81.88","",""
"14/12/2024 23:00:00 - 15/12/2024 00:00:00","BZN|NL","Without sequence","80.2","",""
"15/12/2024 00:00:00 - 15/12/2024 01:00:00","BZN|NL","Without sequence","95.0","",""
"15/12/2024 01:00:00 - 15/12/2024 02:00:00","BZN|NL","Without sequence","87.3","",""
"15/12/2024 02:00:00 - 15/12/2024 03:00:00","BZN|NL","Without sequence","78.16","",""
"15/12/2024 03:00:00 - 15/12/2024 04:00:00","BZN|NL","Without sequence","71.0","",""
"15/12/2024 04:00:00 - 15/12/2024 05:00:00","BZN|NL","Without sequence","55.88","",""
"15/12/2024 05:00:00 - 15/12/2024 06:00:00","BZN|NL","Without sequence","53.69","",""
"15/12/2024 06:00:00 - 15/12/2024 07:00:00","BZN|NL","Without sequence","46.81","",""
"15/12/2024 07:00:00 - 15/12/2024 08:00:00","BZN|NL","Without sequence","55.33","",""
"15/12/2024 08:00:00 - 15/12/2024 09:00:00","BZN|NL","Without sequence","66.21","",""
"15/12/2024 09:00:00 - 15/12/2024 10:00:00","BZN|NL","Without sequence","70.65","",""
"15/12/2024 10:00:00 - 15/12/2024 11:00:00","BZN|NL","Without sequence","70.1","",""
"15/12/2024 11:00:00 - 15/12/2024 12:00:00","BZN|NL","Without sequence","64.98","",""
"15/12/2024 12:00:00 - 15/12/2024 13:00:00","BZN|NL","Without sequence","70.31","",""
"15/12/2024 13:00:00 - 15/12/2024 14:00:00","BZN|NL","Without sequence","80.1","",""
"15/12/2024 14:00:00 - 15/12/2024 15:00:00","BZN|NL","Without sequence","80.22","",""
"15/12/2024 15:00:00 - 15/12/2024 16:00:00","BZN|NL","Without sequence","83.0","",""
"15/12/2024 16:00:00 - 15/12/2024 17:00:00","BZN|NL","Without sequence","80.1","",""
"15/12/2024 17:00:00 - 15/12/2024 18:00:00","BZN|NL","Without sequence","90.17","",""
"15/12/2024 18:00:00 - 15/12/2024 19:00:00","BZN|NL","Without sequence","80.0","",""
"15/12/2024 19:00:00 - 15/12/2024 20:00:00","BZN|NL","Without sequence","73.0","",""
"15/12/2024 20:00:00 - 15/12/2024 21:00:00","BZN|NL","Without sequence","77.92","",""
"15/12/2024 21:00:00 - 15/12/2024 22:00:00","BZN|NL","Without sequence","40.52","",""
"15/12/2024 22:00:00 - 15/12/2024 23:00:00","BZN|NL","Without sequence","10.86","",""
"15/12/2024 23:00:00 - 16/12/2024 00:00:00","BZN|NL","Without sequence","2.29","",""
"16/12/2024 00:00:00 - 16/12/2024 01:00:00","BZN|NL","Without sequence","0.09","",""
"16/12/2024 01:00:00 - 16/12/2024 02:00:00","BZN|NL","Without sequence","0.1","",""
"16/12/2024 02:00:00 - 16/12/2024 03:00:00","BZN|NL","Without sequence","0.05","",""
"16/12/2024 03:00:00 - 16/12/2024 04:00:00","BZN|NL","Without sequence","0.0","",""
"16/12/2024 04:00:00 - 16/12/2024 05:00:00","BZN|NL","Without sequence","0.46","",""
"16/12/2024 05:00:00 - 16/12/2024 06:00:00","BZN|NL","Without sequence","1.38","",""
"16/12/2024 06:00:00 - 16/12/2024 07:00:00","BZN|NL","Without sequence","7.73","",""
"16/12/2024 07:00:00 - 16/12/2024 08:00:00","BZN|NL","Without sequence","50.0","",""
"16/12/2024 08:00:00 - 16/12/2024 09:00:00","BZN|NL","Without sequence","107.9","",""
"16/12/2024 09:00:00 - 16/12/2024 10:00:00","BZN|NL","Without sequence","109.0","",""
"16/12/2024 10:00:00 - 16/12/2024 11:00:00","BZN|NL","Without sequence","100.1","",""
"16/12/2024 11:00:00 - 16/12/2024 12:00:00","BZN|NL","Without sequence","97.58","",""
"16/12/2024 12:00:00 - 16/12/2024 13:00:00","BZN|NL","Without sequence","93.09","",""
"16/12/2024 13:00:00 - 16/12/2024 14:00:00","BZN|NL","Without sequence","81.7","",""
"16/12/2024 14:00:00 - 16/12/2024 15:00:00","BZN|NL","Without sequence","80.1","",""
"16/12/2024 15:00:00 - 16/12/2024 16:00:00","BZN|NL","Without sequence","95.95","",""
"16/12/2024 16:00:00 - 16/12/2024 17:00:00","BZN|NL","Without sequence","101.11","",""
"16/12/2024 17:00:00 - 16/12/2024 18:00:00","BZN|NL","Without sequence","115.14","",""
"16/12/2024 18:00:00 - 16/12/2024 19:00:00","BZN|NL","Without sequence","89.9","",""
"16/12/2024 19:00:00 - 16/12/2024 20:00:00","BZN|NL","Without sequence","75.0","",""
"16/12/2024 20:00:00 - 16/12/2024 21:00:00","BZN|NL","Without sequence","77.99","",""
"16/12/2024 21:00:00 - 16/12/2024 22:00:00","BZN|NL","Without sequence","70.1","",""
"16/12/2024 22:00:00 - 16/12/2024 23:00:00","BZN|NL","Without sequence","57.0","",""
"16/12/2024 23:00:00 - 17/12/2024 00:00:00","BZN|NL","Without sequence","17.61","",""
"17/12/2024 00:00:00 - 17/12/2024 01:00:00","BZN|NL","Without sequence","40.55","",""
"17/12/2024 01:00:00 - 17/12/2024 02:00:00","BZN|NL","Without sequence","22.75","",""
"17/12/2024 02:00:00 - 17/12/2024 03:00:00","BZN|NL","Without sequence","19.75","",""
"17/12/2024 03:00:00 - 17/12/2024 04:00:00","BZN|NL","Without sequence","25.72","",""
"17/12/2024 04:00:00 - 17/12/2024 05:00:00","BZN|NL","Without sequence","66.9","",""
"17/12/2024 05:00:00 - 17/12/2024 06:00:00","BZN|NL","Without sequence","66.9","",""
"17/12/2024 06:00:00 - 17/12/2024 07:00:00","BZN|NL","Without sequence","104.95","",""
"17/12/2024 07:00:00 - 17/12/2024 08:00:00","BZN|NL","Without sequence","105.68","",""
"17/12/2024 08:00:00 - 17/12/2024 09:00:00","BZN|NL","Without sequence","116.18","",""
"17/12/2024 09:00:00 - 17/12/2024 10:00:00","BZN|NL","Without sequence","111.34","",""
"17/12/2024 10:00:00 - 17/12/2024 11:00:00","BZN|NL","Without sequence","108.0","",""
"17/12/2024 11:00:00 - 17/12/2024 12:00:00","BZN|NL","Without sequence","102.4","",""
"17/12/2024 12:00:00 - 17/12/2024 13:00:00","BZN|NL","Without sequence","102.73","",""
"17/12/2024 13:00:00 - 17/12/2024 14:00:00","BZN|NL","Without sequence","106.21","",""
"17/12/2024 14:00:00 - 17/12/2024 15:00:00","BZN|NL","Without sequence","109.59","",""
"17/12/2024 15:00:00 - 17/12/2024 16:00:00","BZN|NL","Without sequence","116.07","",""
"17/12/2024 16:00:00 - 17/12/2024 17:00:00","BZN|NL","Without sequence","116.99","",""
"17/12/2024 17:00:00 - 17/12/2024 18:00:00","BZN|NL","Without sequence","127.33","",""
"17/12/2024 18:00:00 - 17/12/2024 19:00:00","BZN|NL","Without sequence","122.07","",""
"17/12/2024 19:00:00 - 17/12/2024 20:00:00","BZN|NL","Without sequence","108.1","",""
"17/12/2024 20:00:00 - 17/12/2024 21:00:00","BZN|NL","Without sequence","99.21","",""
"17/12/2024 21:00:00 - 17/12/2024 22:00:00","BZN|NL","Without sequence","95.84","",""
"17/12/2024 22:00:00 - 17/12/2024 23:00:00","BZN|NL","Without sequence","92.31","",""
"17/12/2024 23:00:00 - 18/12/2024 00:00:00","BZN|NL","Without sequence","71.2","",""
"18/12/2024 00:00:00 - 18/12/2024 01:00:00","BZN|NL","Without sequence","68.71","",""
"18/12/2024 01:00:00 - 18/12/2024 02:00:00","BZN|NL","Without sequence","52.12","",""
"18/12/2024 02:00:00 - 18/12/2024 03:00:00","BZN|NL","Without sequence","45.7","",""
"18/12/2024 03:00:00 - 18/12/2024 04:00:00","BZN|NL","Without sequence","40.0","",""
"18/12/2024 04:00:00 - 18/12/2024 05:00:00","BZN|NL","Without sequence","26.22","",""
"18/12/2024 05:00:00 - 18/12/2024 06:00:00","BZN|NL","Without sequence","32.67","",""
"18/12/2024 06:00:00 - 18/12/2024 07:00:00","BZN|NL","Without sequence","45.94","",""
"18/12/2024 07:00:00 - 18/12/2024 08:00:00","BZN|NL","Without sequence","57.34","",""
"18/12/2024 08:00:00 - 18/12/2024 09:00:00","BZN|NL","Without sequence","77.58","",""
"18/12/2024 09:00:00 - 18/12/2024 10:00:00","BZN|NL","Without sequence","76.69","",""
"18/12/2024 10:00:00 - 18/12/2024 11:00:00","BZN|NL","Without sequence","68.62","",""
"18/12/2024 11:00:00 - 18/12/2024 12:00:00","BZN|NL","Without sequence","67.12","",""
"18/12/2024 12:00:00 - 18/12/2024 13:00:00","BZN|NL","Without sequence","70.48","",""
"18/12/2024 13:00:00 - 18/12/2024 14:00:00","BZN|NL","Without sequence","70.0","",""
"18/12/2024 14:00:00 - 18/12/2024 15:00:00","BZN|NL","Without sequence","70.0","",""
"18/12/2024 15:00:00 - 18/12/2024 16:00:00","BZN|NL","Without sequence","73.08","",""
"18/12/2024 16:00:00 - 18/12/2024 17:00:00","BZN|NL","Without sequence","78.69","",""
"18/12/2024 17:00:00 - 18/12/2024 18:00:00","BZN|NL","Without sequence","94.46","",""
"18/12/2024 18:00:00 - 18/12/2024 19:00:00","BZN|NL","Without sequence","89.9","",""
"18/12/2024 19:00:00 - 18/12/2024 20:00:00","BZN|NL","Without sequence","85.2","",""
"18/12/2024 20:00:00 - 18/12/2024 21:00:00","BZN|NL","Without sequence","77.31","",""
"18/12/2024 21:00:00 - 18/12/2024 22:00:00","BZN|NL","Without sequence","64.9","",""
"18/12/2024 22:00:00 - 18/12/2024 23:00:00","BZN|NL","Without sequence","45.1","",""
"18/12/2024 23:00:00 - 19/12/2024 00:00:00","BZN|NL","Without sequence","23.58","",""
"19/12/2024 00:00:00 - 19/12/2024 01:00:00","BZN|NL","Without sequence","13.66","",""
"19/12/2024 01:00:00 - 19/12/2024 02:00:00","BZN|NL","Without sequence","14.41","",""
"19/12/2024 02:00:00 - 19/12/2024 03:00:00","BZN|NL","Without sequence","5.69","",""
"19/12/2024 03:00:00 - 19/12/2024 04:00:00","BZN|NL","Without sequence","1.6","",""
"19/12/2024 04:00:00 - 19/12/2024 05:00:00","BZN|NL","Without sequence","0.26","",""
"19/12/2024 05:00:00 - 19/12/2024 06:00:00","BZN|NL","Without sequence","0.06","",""
"19/12/2024 06:00:00 - 19/12/2024 07:00:00","BZN|NL","Without sequence","7.01","",""
"19/12/2024 07:00:00 - 19/12/2024 08:00:00","BZN|NL","Without sequence","55.78","",""
"19/12/2024 08:00:00 - 19/12/2024 09:00:00","BZN|NL","Without sequence","92.15","",""
"19/12/2024 09:00:00 - 19/12/2024 10:00:00","BZN|NL","Without sequence","131.1","",""
"19/12/2024 10:00:00 - 19/12/2024 11:00:00","BZN|NL","Without sequence","110.9","",""
