"MTU (CET/CEST)","Area","Sequence","Day-ahead Price [EUR/MWh]","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"27/07/2024 19:00:00 - 27/07/2024 20:00:00","BZN|NL","Without sequence","115.66","",""
"27/07/2024 20:00:00 - 27/07/2024 21:00:00","BZN|NL","Without sequence","121.76","",""
"27/07/2024 21:00:00 - 27/07/2024 22:00:00","BZN|NL","Without sequence","120.43","",""
"27/07/2024 22:00:00 - 27/07/2024 23:00:00","BZN|NL","Without sequence","107.51","",""
"27/07/2024 23:00:00 - 28/07/2024 00:00:00","BZN|NL","Without sequence","97.43","",""
"28/07/2024 00:00:00 - 28/07/2024 01:00:00","BZN|NL","Without sequence","107.0","",""
"28/07/2024 01:00:00 - 28/07/2024 02:00:00","BZN|NL","Without sequence","94.59","",""
"28/07/2024 02:00:00 - 28/07/2024 03:00:00","BZN|NL","Without sequence","87.6","",""
"28/07/2024 03:00:00 - 28/07/2024 04:00:00","BZN|NL","Without sequence","81.53","",""
"28/07/2024 04:00:00 - 28/07/2024 05:00:00","BZN|NL","Without sequence","80.55","",""
"28/07/2024 05:00:00 - 28/07/2024 06:00:00","BZN|NL","Without sequence","77.24","",""
"28/07/2024 06:00:00 - 28/07/2024 07:00:00","BZN|NL","Without sequence","75.53","",""
"28/07/2024 07:00:00 - 28/07/2024 08:00:00","BZN|NL","Without sequence","67.45","",""
"28/07/2024 08:00:00 - 28/07/2024 09:00:00","BZN|NL","Without sequence","25.49","",""
"28/07/2024 09:00:00 - 28/07/2024 10:00:00","BZN|NL","Without sequence","4.84","",""
"28/07/2024 10:00:00 - 28/07/2024 11:00:00","BZN|NL","Without sequence","0.0","",""
"28/07/2024 11:00:00 - 28/07/2024 12:00:00","BZN|NL","Without sequence","-4.9","",""
"28/07/2024 12:00:00 - 28/07/2024 13:00:00","BZN|NL","Without sequence","-32.91","",""
"28/07/2024 13:00:00 - 28/07/2024 14:00:00","BZN|NL","Without sequence","-64.13","",""
"28/07/2024 14:00:00 - 28/07/2024 15:00:00","BZN|NL","Without sequence","-60.0","",""
"28/07/2024 15:00:00 - 28/07/2024 16:00:00","BZN|NL","Without sequence","-33.6","",""
"28/07/2024 16:00:00 - 28/07/2024 17:00:00","BZN|NL","Without sequence","-13.2","",""
"28/07/2024 17:00:00 - 28/07/2024 18:00:00","BZN|NL","Without sequence","-1.91","",""
"28/07/2024 18:00:00 - 28/07/2024 19:00:00","BZN|NL","Without sequence","40.0","",""
"28/07/2024 19:00:00 - 28/07/2024 20:00:00","BZN|NL","Without sequence","90.4","",""
"28/07/2024 20:00:00 - 28/07/2024 21:00:00","BZN|NL","Without sequence","109.38","",""
"28/07/2024 21:00:00 - 28/07/2024 22:00:00","BZN|NL","Without sequence","112.38","",""
"28/07/2024 22:00:00 - 28/07/2024 23:00:00","BZN|NL","Without sequence","103.12","",""
"28/07/2024 23:00:00 - 29/07/2024 00:00:00","BZN|NL","Without sequence","83.01","",""
"29/07/2024 00:00:00 - 29/07/2024 01:00:00","BZN|NL","Without sequence","78.06","",""
"29/07/2024 01:00:00 - 29/07/2024 02:00:00","BZN|NL","Without sequence","74.42","",""
"29/07/2024 02:00:00 - 29/07/2024 03:00:00","BZN|NL","Without sequence","70.8","",""
"29/07/2024 03:00:00 - 29/07/2024 04:00:00","BZN|NL","Without sequence","73.04","",""
"29/07/2024 04:00:00 - 29/07/2024 05:00:00","BZN|NL","Without sequence","76.42","",""
"29/07/2024 05:00:00 - 29/07/2024 06:00:00","BZN|NL","Without sequence","96.95","",""
"29/07/2024 06:00:00 - 29/07/2024 07:00:00","BZN|NL","Without sequence","130.9","",""
"29/07/2024 07:00:00 - 29/07/2024 08:00:00","BZN|NL","Without sequence","109.2","",""
"29/07/2024 08:00:00 - 29/07/2024 09:00:00","BZN|NL","Without sequence","90.19","",""
"29/07/2024 09:00:00 - 29/07/2024 10:00:00","BZN|NL","Without sequence","63.2","",""
"29/07/2024 10:00:00 - 29/07/2024 11:00:00","BZN|NL","Without sequence","12.0","",""
"29/07/2024 11:00:00 - 29/07/2024 12:00:00","BZN|NL","Without sequence","-3.45","",""
"29/07/2024 12:00:00 - 29/07/2024 13:00:00","BZN|NL","Without sequence","-0.23","",""
"29/07/2024 13:00:00 - 29/07/2024 14:00:00","BZN|NL","Without sequence","-3.0","",""
"29/07/2024 14:00:00 - 29/07/2024 15:00:00","BZN|NL","Without sequence","-0.98","",""
"29/07/2024 15:00:00 - 29/07/2024 16:00:00","BZN|NL","Without sequence","-0.39","",""
"29/07/2024 16:00:00 - 29/07/2024 17:00:00","BZN|NL","Without sequence","13.4","",""
"29/07/2024 17:00:00 - 29/07/2024 18:00:00","BZN|NL","Without sequence","64.16","",""
"29/07/2024 18:00:00 - 29/07/2024 19:00:00","BZN|NL","Without sequence","95.7","",""
"29/07/2024 19:00:00 - 29/07/2024 20:00:00","BZN|NL","Without sequence","119.72","",""
"29/07/2024 20:00:00 - 29/07/2024 21:00:00","BZN|NL","Without sequence","172.2","",""
"29/07/2024 21:00:00 - 29/07/2024 22:00:00","BZN|NL","Without sequence","130.1","",""
"29/07/2024 22:00:00 - 29/07/2024 23:00:00","BZN|NL","Without sequence","106.97","",""
"29/07/2024 23:00:00 - 30/07/2024 00:00:00","BZN|NL","Without sequence","90.2","",""
"30/07/2024 00:00:00 - 30/07/2024 01:00:00","BZN|NL","Without sequence","76.32","",""
"30/07/2024 01:00:00 - 30/07/2024 02:00:00","BZN|NL","Without sequence","74.19","",""
"30/07/2024 02:00:00 - 30/07/2024 03:00:00","BZN|NL","Without sequence","76.18","",""
"30/07/2024 03:00:00 - 30/07/2024 04:00:00","BZN|NL","Without sequence","80.82","",""
"30/07/2024 04:00:00 - 30/07/2024 05:00:00","BZN|NL","Without sequence","85.38","",""
"30/07/2024 05:00:00 - 30/07/2024 06:00:00","BZN|NL","Without sequence","100.24","",""
"30/07/2024 06:00:00 - 30/07/2024 07:00:00","BZN|NL","Without sequence","110.88","",""
"30/07/2024 07:00:00 - 30/07/2024 08:00:00","BZN|NL","Without sequence","108.95","",""
"30/07/2024 08:00:00 - 30/07/2024 09:00:00","BZN|NL","Without sequence","98.41","",""
"30/07/2024 09:00:00 - 30/07/2024 10:00:00","BZN|NL","Without sequence","67.1","",""
"30/07/2024 10:00:00 - 30/07/2024 11:00:00","BZN|NL","Without sequence","37.52","",""
"30/07/2024 11:00:00 - 30/07/2024 12:00:00","BZN|NL","Without sequence","7.84","",""
"30/07/2024 12:00:00 - 30/07/2024 13:00:00","BZN|NL","Without sequence","1.0","",""
"30/07/2024 13:00:00 - 30/07/2024 14:00:00","BZN|NL","Without sequence","-0.06","",""
"30/07/2024 14:00:00 - 30/07/2024 15:00:00","BZN|NL","Without sequence","-0.06","",""
"30/07/2024 15:00:00 - 30/07/2024 16:00:00","BZN|NL","Without sequence","13.11","",""
"30/07/2024 16:00:00 - 30/07/2024 17:00:00","BZN|NL","Without sequence","40.74","",""
"30/07/2024 17:00:00 - 30/07/2024 18:00:00","BZN|NL","Without sequence","77.31","",""
"30/07/2024 18:00:00 - 30/07/2024 19:00:00","BZN|NL","Without sequence","102.19","",""
"30/07/2024 19:00:00 - 30/07/2024 20:00:00","BZN|NL","Without sequence","126.76","",""
"30/07/2024 20:00:00 - 30/07/2024 21:00:00","BZN|NL","Without sequence","164.68","",""
"30/07/2024 21:00:00 - 30/07/2024 22:00:00","BZN|NL","Without sequence","144.62","",""
"30/07/2024 22:00:00 - 30/07/2024 23:00:00","BZN|NL","Without sequence","114.59","",""
"30/07/2024 23:00:00 - 31/07/2024 00:00:00","BZN|NL","Without sequence","99.04","",""
"31/07/2024 00:00:00 - 31/07/2024 01:00:00","BZN|NL","Without sequence","98.55","",""
"31/07/2024 01:00:00 - 31/07/2024 02:00:00","BZN|NL","Without sequence","86.2","",""
"31/07/2024 02:00:00 - 31/07/2024 03:00:00","BZN|NL","Without sequence","83.82","",""
"31/07/2024 03:00:00 - 31/07/2024 04:00:00","BZN|NL","Without sequence","77.32","",""
"31/07/2024 04:00:00 - 31/07/2024 05:00:00","BZN|NL","Without sequence","85.1","",""
"31/07/2024 05:00:00 - 31/07/2024 06:00:00","BZN|NL","Without sequence","94.12","",""
"31/07/2024 06:00:00 - 31/07/2024 07:00:00","BZN|NL","Without sequence","105.05","",""
"31/07/2024 07:00:00 - 31/07/2024 08:00:00","BZN|NL","Without sequence","109.69","",""
"31/07/2024 08:00:00 - 31/07/2024 09:00:00","BZN|NL","Without sequence","95.26","",""
"31/07/2024 09:00:00 - 31/07/2024 10:00:00","BZN|NL","Without sequence","78.83","",""
"31/07/2024 10:00:00 - 31/07/2024 11:00:00","BZN|NL","Without sequence","55.89","",""
"31/07/2024 11:00:00 - 31/07/2024 12:00:00","BZN|NL","Without sequence","33.46","",""
"31/07/2024 12:00:00 - 31/07/2024 13:00:00","BZN|NL","Without sequence","22.83","",""
"31/07/2024 13:00:00 - 31/07/2024 14:00:00","BZN|NL","Without sequence","11.36","",""
"31/07/2024 14:00:00 - 31/07/2024 15:00:00","BZN|NL","Without sequence","18.37","",""
"31/07/2024 15:00:00 - 31/07/2024 16:00:00","BZN|NL","Without sequence","30.6","",""
"31/07/2024 16:00:00 - 31/07/2024 17:00:00","BZN|NL","Without sequence","34.06","",""
"31/07/2024 17:00:00 - 31/07/2024 18:00:00","BZN|NL","Without sequence","75.8","",""
"31/07/2024 18:00:00 - 31/07/2024 19:00:00","BZN|NL","Without sequence","95.89","",""
"31/07/2024 19:00:00 - 31/07/2024 20:00:00","BZN|NL","Without sequence","114.62","",""
"31/07/2024 20:00:00 - 31/07/2024 21:00:00","BZN|NL","Without sequence","133.63","",""
"31/07/2024 21:00:00 - 31/07/2024 22:00:00","BZN|NL","Without sequence","112.64","",""
"31/07/2024 22:00:00 - 31/07/2024 23:00:00","BZN|NL","Without sequence","104.44","",""
"31/07/2024 23:00:00 - 01/08/2024 00:00:00","BZN|NL","Without sequence","96.56","",""
"01/08/2024 00:00:00 - 01/08/2024 01:00:00","BZN|NL","Without sequence","96.72","",""
"01/08/2024 01:00:00 - 01/08/2024 02:00:00","BZN|NL","Without sequence","89.8","",""
"01/08/2024 02:00:00 - 01/08/2024 03:00:00","BZN|NL","Without sequence","86.76","",""
"01/08/2024 03:00:00 - 01/08/2024 04:00:00","BZN|NL","Without sequence","80.4","",""
"01/08/2024 04:00:00 - 01/08/2024 05:00:00","BZN|NL","Without sequence","86.1","",""
"01/08/2024 05:00:00 - 01/08/2024 06:00:00","BZN|NL","Without sequence","99.1","",""
"01/08/2024 06:00:00 - 01/08/2024 07:00:00","BZN|NL","Without sequence","114.22","",""
"01/08/2024 07:00:00 - 01/08/2024 08:00:00","BZN|NL","Without sequence","106.99","",""
"01/08/2024 08:00:00 - 01/08/2024 09:00:00","BZN|NL","Without sequence","105.95","",""
"01/08/2024 09:00:00 - 01/08/2024 10:00:00","BZN|NL","Without sequence","90.1","",""
"01/08/2024 10:00:00 - 01/08/2024 11:00:00","BZN|NL","Without sequence","76.95","",""
"01/08/2024 11:00:00 - 01/08/2024 12:00:00","BZN|NL","Without sequence","67.64","",""
"01/08/2024 12:00:00 - 01/08/2024 13:00:00","BZN|NL","Without sequence","64.03","",""
"01/08/2024 13:00:00 - 01/08/2024 14:00:00","BZN|NL","Without sequence","60.34","",""
"01/08/2024 14:00:00 - 01/08/2024 15:00:00","BZN|NL","Without sequence","62.13","",""
"01/08/2024 15:00:00 - 01/08/2024 16:00:00","BZN|NL","Without sequence","70.55","",""
"01/08/2024 16:00:00 - 01/08/2024 17:00:00","BZN|NL","Without sequence","74.24","",""
"01/08/2024 17:00:00 - 01/08/2024 18:00:00","BZN|NL","Without sequence","93.78","",""
"01/08/2024 18:00:00 - 01/08/2024 19:00:00","BZN|NL","Without sequence","99.9","",""
"01/08/2024 19:00:00 - 01/08/2024 20:00:00","BZN|NL","Without sequence","115.2","",""
"01/08/2024 20:00:00 - 01/08/2024 21:00:00","BZN|NL","Without sequence","140.1","",""
"01/08/2024 21:00:00 - 01/08/2024 22:00:00","BZN|NL","Without sequence","123.36","",""
"01/08/2024 22:00:00 - 01/08/2024 23:00:00","BZN|NL","Without sequence","111.73","",""
"01/08/2024 23:00:00 - 02/08/2024 00:00:00","BZN|NL","Without sequence","105.33","",""
"02/08/2024 00:00:00 - 02/08/2024 01:00:00","BZN|NL","Without sequence","93.93","",""
"02/08/2024 01:00:00 - 02/08/2024 02:00:00","BZN|NL","Without sequence","88.87","",""
"02/08/2024 02:00:00 - 02/08/2024 03:00:00","BZN|NL","Without sequence","87.8","",""
"02/08/2024 03:00:00 - 02/08/2024 04:00:00","BZN|NL","Without sequence","82.26","",""
"02/08/2024 04:00:00 - 02/08/2024 05:00:00","BZN|NL","Without sequence","86.1","",""
"02/08/2024 05:00:00 - 02/08/2024 06:00:00","BZN|NL","Without sequence","94.44","",""
"02/08/2024 06:00:00 - 02/08/2024 07:00:00","BZN|NL","Without sequence","109.51","",""
"02/08/2024 07:00:00 - 02/08/2024 08:00:00","BZN|NL","Without sequence","119.79","",""
"02/08/2024 08:00:00 - 02/08/2024 09:00:00","BZN|NL","Without sequence","112.75","",""
"02/08/2024 09:00:00 - 02/08/2024 10:00:00","BZN|NL","Without sequence","104.42","",""
"02/08/2024 10:00:00 - 02/08/2024 11:00:00","BZN|NL","Without sequence","65.1","",""
"02/08/2024 11:00:00 - 02/08/2024 12:00:00","BZN|NL","Without sequence","69.08","",""
"02/08/2024 12:00:00 - 02/08/2024 13:00:00","BZN|NL","Without sequence","63.84","",""
"02/08/2024 13:00:00 - 02/08/2024 14:00:00","BZN|NL","Without sequence","51.7","",""
"02/08/2024 14:00:00 - 02/08/2024 15:00:00","BZN|NL","Without sequence","50.23","",""
"02/08/2024 15:00:00 - 02/08/2024 16:00:00","BZN|NL","Without sequence","50.05","",""
"02/08/2024 16:00:00 - 02/08/2024 17:00:00","BZN|NL","Without sequence","64.72","",""
"02/08/2024 17:00:00 - 02/08/2024 18:00:00","BZN|NL","Without sequence","76.91","",""
"02/08/2024 18:00:00 - 02/08/2024 19:00:00","BZN|NL","Without sequence","99.9","",""
"02/08/2024 19:00:00 - 02/08/2024 20:00:00","BZN|NL","Without sequence","128.76","",""
"02/08/2024 20:00:00 - 02/08/2024 21:00:00","BZN|NL","Without sequence","145.73","",""
"02/08/2024 21:00:00 - 02/08/2024 22:00:00","BZN|NL","Without sequence","116.92","",""
"02/08/2024 22:00:00 - 02/08/2024 23:00:00","BZN|NL","Without sequence","110.9","",""
"02/08/2024 23:00:00 - 03/08/2024 00:00:00","BZN|NL","Without sequence","99.4","",""
"03/08/2024 00:00:00 - 03/08/2024 01:00:00","BZN|NL","Without sequence","100.16","",""
"03/08/2024 01:00:00 - 03/08/2024 02:00:00","BZN|NL","Without sequence","96.33","",""
"03/08/2024 02:00:00 - 03/08/2024 03:00:00","BZN|NL","Without sequence","90.7","",""
"03/08/2024 03:00:00 - 03/08/2024 04:00:00","BZN|NL","Without sequence","86.54","",""
"03/08/2024 04:00:00 - 03/08/2024 05:00:00","BZN|NL","Without sequence","83.74","",""
"03/08/2024 05:00:00 - 03/08/2024 06:00:00","BZN|NL","Without sequence","92.1","",""
"03/08/2024 06:00:00 - 03/08/2024 07:00:00","BZN|NL","Without sequence","99.9","",""
"03/08/2024 07:00:00 - 03/08/2024 08:00:00","BZN|NL","Without sequence","92.05","",""
"03/08/2024 08:00:00 - 03/08/2024 09:00:00","BZN|NL","Without sequence","81.19","",""
"03/08/2024 09:00:00 - 03/08/2024 10:00:00","BZN|NL","Without sequence","62.91","",""
"03/08/2024 10:00:00 - 03/08/2024 11:00:00","BZN|NL","Without sequence","32.44","",""
"03/08/2024 11:00:00 - 03/08/2024 12:00:00","BZN|NL","Without sequence","20.36","",""
"03/08/2024 12:00:00 - 03/08/2024 13:00:00","BZN|NL","Without sequence","14.66","",""
"03/08/2024 13:00:00 - 03/08/2024 14:00:00","BZN|NL","Without sequence","6.41","",""
"03/08/2024 14:00:00 - 03/08/2024 15:00:00","BZN|NL","Without sequence","4.1","",""
"03/08/2024 15:00:00 - 03/08/2024 16:00:00","BZN|NL","Without sequence","12.02","",""
"03/08/2024 16:00:00 - 03/08/2024 17:00:00","BZN|NL","Without sequence","28.8","",""
"03/08/2024 17:00:00 - 03/08/2024 18:00:00","BZN|NL","Without sequence","70.7","",""
"03/08/2024 18:00:00 - 03/08/2024 19:00:00","BZN|NL","Without sequence","99.9","",""
"03/08/2024 19:00:00 - 03/08/2024 20:00:00","BZN|NL","Without sequence","106.85","",""
"03/08/2024 20:00:00 - 03/08/2024 21:00:00","BZN|NL","Without sequence","119.9","",""
"03/08/2024 21:00:00 - 03/08/2024 22:00:00","BZN|NL","Without sequence","130.85","",""
"03/08/2024 22:00:00 - 03/08/2024 23:00:00","BZN|NL","Without sequence","115.05","",""
"03/08/2024 23:00:00 - 04/08/2024 00:00:00","BZN|NL","Without sequence","99.9","",""
"04/08/2024 00:00:00 - 04/08/2024 01:00:00","BZN|NL","Without sequence","106.89","",""
"04/08/2024 01:00:00 - 04/08/2024 02:00:00","BZN|NL","Without sequence","97.65","",""
"04/08/2024 02:00:00 - 04/08/2024 03:00:00","BZN|NL","Without sequence","93.88","",""
"04/08/2024 03:00:00 - 04/08/2024 04:00:00","BZN|NL","Without sequence","88.05","",""
"04/08/2024 04:00:00 - 04/08/2024 05:00:00","BZN|NL","Without sequence","85.5","",""
"04/08/2024 05:00:00 - 04/08/2024 06:00:00","BZN|NL","Without sequence","79.06","",""
"04/08/2024 06:00:00 - 04/08/2024 07:00:00","BZN|NL","Without sequence","77.7","",""
"04/08/2024 07:00:00 - 04/08/2024 08:00:00","BZN|NL","Without sequence","69.83","",""
"04/08/2024 08:00:00 - 04/08/2024 09:00:00","BZN|NL","Without sequence","58.98","",""
"04/08/2024 09:00:00 - 04/08/2024 10:00:00","BZN|NL","Without sequence","26.87","",""
"04/08/2024 10:00:00 - 04/08/2024 11:00:00","BZN|NL","Without sequence","8.05","",""
"04/08/2024 11:00:00 - 04/08/2024 12:00:00","BZN|NL","Without sequence","2.05","",""
"04/08/2024 12:00:00 - 04/08/2024 13:00:00","BZN|NL","Without sequence","0.06","",""
"04/08/2024 13:00:00 - 04/08/2024 14:00:00","BZN|NL","Without sequence","-0.04","",""
"04/08/2024 14:00:00 - 04/08/2024 15:00:00","BZN|NL","Without sequence","-2.14","",""
"04/08/2024 15:00:00 - 04/08/2024 16:00:00","BZN|NL","Without sequence","-0.01","",""
"04/08/2024 16:00:00 - 04/08/2024 17:00:00","BZN|NL","Without sequence","1.03","",""
"04/08/2024 17:00:00 - 04/08/2024 18:00:00","BZN|NL","Without sequence","22.45","",""
"04/08/2024 18:00:00 - 04/08/2024 19:00:00","BZN|NL","Without sequence","72.15","",""
"04/08/2024 19:00:00 - 04/08/2024 20:00:00","BZN|NL","Without sequence","104.0","",""
"04/08/2024 20:00:00 - 04/08/2024 21:00:00","BZN|NL","Without sequence","118.8","",""
"04/08/2024 21:00:00 - 04/08/2024 22:00:00","BZN|NL","Without sequence","122.65","",""
"04/08/2024 22:00:00 - 04/08/2024 23:00:00","BZN|NL","Without sequence","111.88","",""
"04/08/2024 23:00:00 - 05/08/2024 00:00:00","BZN|NL","Without sequence","102.93","",""
"05/08/2024 00:00:00 - 05/08/2024 01:00:00","BZN|NL","Without sequence","103.52","",""
"05/08/2024 01:00:00 - 05/08/2024 02:00:00","BZN|NL","Without sequence","85.72","",""
"05/08/2024 02:00:00 - 05/08/2024 03:00:00","BZN|NL","Without sequence","82.3","",""
"05/08/2024 03:00:00 - 05/08/2024 04:00:00","BZN|NL","Without sequence","85.12","",""
"05/08/2024 04:00:00 - 05/08/2024 05:00:00","BZN|NL","Without sequence","82.81","",""
"05/08/2024 05:00:00 - 05/08/2024 06:00:00","BZN|NL","Without sequence","97.02","",""
"05/08/2024 06:00:00 - 05/08/2024 07:00:00","BZN|NL","Without sequence","118.98","",""
"05/08/2024 07:00:00 - 05/08/2024 08:00:00","BZN|NL","Without sequence","137.29","",""
"05/08/2024 08:00:00 - 05/08/2024 09:00:00","BZN|NL","Without sequence","113.42","",""
"05/08/2024 09:00:00 - 05/08/2024 10:00:00","BZN|NL","Without sequence","102.83","",""
"05/08/2024 10:00:00 - 05/08/2024 11:00:00","BZN|NL","Without sequence","73.18","",""
"05/08/2024 11:00:00 - 05/08/2024 12:00:00","BZN|NL","Without sequence","51.44","",""
"05/08/2024 12:00:00 - 05/08/2024 13:00:00","BZN|NL","Without sequence","31.0","",""
"05/08/2024 13:00:00 - 05/08/2024 14:00:00","BZN|NL","Without sequence","26.0","",""
"05/08/2024 14:00:00 - 05/08/2024 15:00:00","BZN|NL","Without sequence","3.31","",""
"05/08/2024 15:00:00 - 05/08/2024 16:00:00","BZN|NL","Without sequence","27.1","",""
"05/08/2024 16:00:00 - 05/08/2024 17:00:00","BZN|NL","Without sequence","53.89","",""
"05/08/2024 17:00:00 - 05/08/2024 18:00:00","BZN|NL","Without sequence","83.6","",""
"05/08/2024 18:00:00 - 05/08/2024 19:00:00","BZN|NL","Without sequence","102.0","",""
"05/08/2024 19:00:00 - 05/08/2024 20:00:00","BZN|NL","Without sequence","151.34","",""
"05/08/2024 20:00:00 - 05/08/2024 21:00:00","BZN|NL","Without sequence","245.23","",""
"05/08/2024 21:00:00 - 05/08/2024 22:00:00","BZN|NL","Without sequence","170.93","",""
"05/08/2024 22:00:00 - 05/08/2024 23:00:00","BZN|NL","Without sequence","119.94","",""
"05/08/2024 23:00:00 - 06/08/2024 00:00:00","BZN|NL","Without sequence","102.75","",""
"06/08/2024 00:00:00 - 06/08/2024 01:00:00","BZN|NL","Without sequence","101.6","",""
"06/08/2024 01:00:00 - 06/08/2024 02:00:00","BZN|NL","Without sequence","93.52","",""
"06/08/2024 02:00:00 - 06/08/2024 03:00:00","BZN|NL","Without sequence","86.61","",""
"06/08/2024 03:00:00 - 06/08/2024 04:00:00","BZN|NL","Without sequence","82.41","",""
"06/08/2024 04:00:00 - 06/08/2024 05:00:00","BZN|NL","Without sequence","83.24","",""
"06/08/2024 05:00:00 - 06/08/2024 06:00:00","BZN|NL","Without sequence","92.44","",""
"06/08/2024 06:00:00 - 06/08/2024 07:00:00","BZN|NL","Without sequence","118.84","",""
"06/08/2024 07:00:00 - 06/08/2024 08:00:00","BZN|NL","Without sequence","124.52","",""
"06/08/2024 08:00:00 - 06/08/2024 09:00:00","BZN|NL","Without sequence","84.33","",""
"06/08/2024 09:00:00 - 06/08/2024 10:00:00","BZN|NL","Without sequence","73.69","",""
"06/08/2024 10:00:00 - 06/08/2024 11:00:00","BZN|NL","Without sequence","36.04","",""
"06/08/2024 11:00:00 - 06/08/2024 12:00:00","BZN|NL","Without sequence","21.11","",""
"06/08/2024 12:00:00 - 06/08/2024 13:00:00","BZN|NL","Without sequence","15.84","",""
"06/08/2024 13:00:00 - 06/08/2024 14:00:00","BZN|NL","Without sequence","2.93","",""
"06/08/2024 14:00:00 - 06/08/2024 15:00:00","BZN|NL","Without sequence","4.76","",""
"06/08/2024 15:00:00 - 06/08/2024 16:00:00","BZN|NL","Without sequence","19.24","",""
"06/08/2024 16:00:00 - 06/08/2024 17:00:00","BZN|NL","Without sequence","38.84","",""
"06/08/2024 17:00:00 - 06/08/2024 18:00:00","BZN|NL","Without sequence","80.75","",""
"06/08/2024 18:00:00 - 06/08/2024 19:00:00","BZN|NL","Without sequence","105.0","",""
"06/08/2024 19:00:00 - 06/08/2024 20:00:00","BZN|NL","Without sequence","161.39","",""
